卖方客户,品种,货物编号,货物数量（张）,仓库,品牌,产地,年度,等级,类别
999900000939,CF,CF2020011104767,1,335,,新疆,2020,2227A,S3U3P2
999900000940,CF,CF2020011108911,4,323,,新疆,1920,3127B,S4U2P2
999900000940,CF,CF2020011106694,4,333,,非新疆,2020,4130C,S2U4P2
999900000940,CF,CF2020011100646,5,326,,新疆,2020,2129A,S3U3P1
999900000940,CF,CF2020011101840,9,319,,新疆,1920,4128B,S2U2P3
999900000941,CF,CF2020011108787,4,335,,新疆,1920,1229B,S1U2P3
999900000941,CF,CF2020011109387,8,330,,非新疆,2020,3129C,S3U2P3
999900000941,CF,CF2020011108925,6,332,,新疆,2020,2129C,S1U2P2
999900000941,CF,CF2020011102917,1,303,,非新疆,1920,4132A,S2U2P3
999900000941,CF,CF2020011109606,8,303,,非新疆,2020,2127C,S2U2P3
999900000941,CF,CF2020011101333,9,331,,新疆,2020,1230B,S2U3P2
999900000941,CF,CF2020011106009,1,335,,非新疆,2020,1229A,S3U4P2
999900000941,CF,CF2020011108614,1,305,,新疆,2020,4130A,S3U4P2
999900000942,CF,CF2020011104600,2,310,,新疆,1920,3128B,S3U3P3
999900000942,CF,CF2020011102326,3,322,,非新疆,1920,1229A,S3U2P3
999900000942,CF,CF2020011109312,8,313,,非新疆,2020,3129B,S3U3P2
999900000942,CF,CF2020011106300,1,305,,非新疆,2020,1229A,S1U3P3
999900000942,CF,CF2020011106814,8,310,,新疆,1920,3128C,S2U2P2
999900000942,CF,CF2020011102850,7,334,,新疆,1920,3130C,S3U3P3
999900000943,CF,CF2020011102559,8,314,,非新疆,2020,4130B,S1U3P2
999900000943,CF,CF2020011100786,6,333,,新疆,2020,1228B,S2U4P2
999900000943,CF,CF2020011102070,2,333,,非新疆,2020,1130A,S2U3P2
999900000943,CF,CF2020011106270,8,307,,非新疆,1920,2127B,S2U2P3
999900000943,CF,CF2020011104573,4,311,,新疆,1920,4128A,S4U4P2
999900000943,CF,CF2020011104383,2,327,,非新疆,2020,2228A,S1U3P2
999900000943,CF,CF2020011101581,5,323,,新疆,1920,1230A,S4U3P2
999900000944,CF,CF2020011104863,4,303,,非新疆,1920,2229A,S3U2P3
999900000944,CF,CF2020011107080,5,324,,新疆,2020,3131B,S1U3P3
999900000944,CF,CF2020011104538,5,325,,非新疆,2020,4132B,S3U2P1
999900000945,CF,CF2020011103771,8,305,,非新疆,2020,1131B,S2U4P2
999900000945,CF,CF2020011101481,3,301,,非新疆,2020,4132A,S1U3P3
999900000945,CF,CF2020011106800,5,302,,非新疆,2020,3131B,S2U3P3
999900000946,CF,CF2020011102068,1,302,,新疆,1920,2227A,S1U3P2
999900000946,CF,CF2020011106835,1,314,,非新疆,2020,1129C,S2U3P2
999900000946,CF,CF2020011109815,9,335,,新疆,1920,2131B,S2U3P3
999900000946,CF,CF2020011104491,1,310,,非新疆,1920,2128B,S1U2P2
999900000946,CF,CF2020011102402,4,301,,非新疆,2020,2229A,S2U2P3
999900000946,CF,CF2020011107652,5,335,,新疆,2020,1127B,S1U3P3
999900000947,CF,CF2020011108330,8,335,,非新疆,1920,2229C,S4U3P1
999900000947,CF,CF2020011103614,5,326,,非新疆,2020,2129A,S4U2P2
999900000947,CF,CF2020011109054,9,319,,非新疆,1920,2131B,S3U3P2
999900000948,CF,CF2020011102043,3,311,,非新疆,1920,3127B,S1U2P3
999900000948,CF,CF2020011105814,2,311,,非新疆,1920,2229A,S3U4P2
999900000948,CF,CF2020011104596,1,327,,新疆,2020,2229A,S4U4P2
999900000948,CF,CF2020011102875,8,303,,非新疆,2020,4128C,S3U2P2
999900000948,CF,CF2020011101818,6,301,,非新疆,2020,1228C,S4U3P2
999900000949,CF,CF2020011106042,2,310,,非新疆,1920,2127C,S2U3P2
999900000949,CF,CF2020011100452,9,323,,新疆,1920,4129B,S3U2P2
999900000949,CF,CF2020011103644,3,330,,非新疆,1920,4128B,S1U2P2
999900000949,CF,CF2020011105195,3,308,,新疆,1920,1129A,S3U4P2
999900000949,CF,CF2020011105509,7,304,,非新疆,1920,2131A,S1U3P3
999900000949,CF,CF2020011106623,5,331,,新疆,2020,1127B,S1U3P3
999900000949,CF,CF2020011106681,3,319,,非新疆,1920,2128A,S3U3P1
999900000950,CF,CF2020011101916,6,320,,新疆,1920,4128C,S2U3P2
999900000950,CF,CF2020011103258,1,331,,新疆,2020,2227A,S3U2P1
999900000951,CF,CF2020011108437,4,309,,非新疆,2020,4130A,S2U3P1
999900000951,CF,CF2020011107609,6,301,,新疆,1920,2228B,S1U2P3
999900000951,CF,CF2020011103788,5,334,,新疆,1920,2129A,S3U4P2
999900000951,CF,CF2020011109823,3,335,,新疆,2020,4130B,S3U3P3
999900000951,CF,CF2020011105382,9,305,,非新疆,2020,1128C,S1U2P2
999900000952,CF,CF2020011100266,2,302,,新疆,2020,2227B,S4U3P1
999900000953,CF,CF2020011108047,9,302,,新疆,1920,1230A,S2U3P2
999900000953,CF,CF2020011102800,8,309,,非新疆,2020,2128B,S4U3P2
999900000953,CF,CF2020011107462,1,333,,非新疆,2020,2229B,S2U3P3
999900000953,CF,CF2020011109691,6,322,,新疆,1920,3127C,S3U3P2
999900000953,CF,CF2020011108495,7,325,,非新疆,2020,2130C,S3U2P1
999900000953,CF,CF2020011101922,2,329,,非新疆,2020,2229A,S2U2P2
999900000953,CF,CF2020011105949,2,314,,新疆,1920,3132B,S3U3P2
999900000954,CF,CF2020011107457,8,330,,新疆,1920,4131A,S3U4P2
999900000954,CF,CF2020011102143,2,329,,新疆,2020,2129A,S2U4P2
999900000954,CF,CF2020011103402,8,324,,新疆,2020,3128A,S2U2P1
999900000954,CF,CF2020011100927,4,326,,非新疆,2020,3128A,S1U3P3
999900000954,CF,CF2020011105454,3,332,,新疆,1920,1130B,S1U2P2
999900000954,CF,CF2020011109043,6,305,,非新疆,1920,1130B,S2U4P2
999900000954,CF,CF2020011109936,5,310,,新疆,1920,1129B,S3U2P1
999900000955,CF,CF2020011107230,9,304,,新疆,2020,3132B,S3U2P3
999900000955,CF,CF2020011109738,2,310,,非新疆,2020,3128A,S3U4P2
999900000955,CF,CF2020011102874,2,335,,非新疆,2020,1227B,S3U3P1
999900000955,CF,CF2020011105738,6,334,,新疆,2020,3131A,S2U3P1
999900000955,CF,CF2020011105689,3,313,,新疆,1920,1229A,S3U2P1
999900000956,CF,CF2020011100849,8,323,,新疆,2020,2130A,S3U4P2
999900000956,CF,CF2020011105377,6,325,,非新疆,1920,4128C,S1U2P2
999900000956,CF,CF2020011109155,9,307,,非新疆,2020,2228A,S2U4P2
999900000956,CF,CF2020011108393,8,320,,非新疆,1920,1228B,S2U3P1
999900000956,CF,CF2020011107117,2,307,,非新疆,1920,4130B,S3U4P2
999900000956,CF,CF2020011109258,5,327,,新疆,2020,2131B,S2U3P3
999900000956,CF,CF2020011108001,1,335,,非新疆,2020,1228A,S3U2P1
999900000956,CF,CF2020011109080,5,303,,非新疆,1920,2229A,S2U3P1
999900000956,CF,CF2020011108379,4,326,,非新疆,2020,1228C,S3U3P1
999900000957,CF,CF2020011108936,8,310,,新疆,1920,2228A,S4U3P3
999900000957,CF,CF2020011103592,6,319,,新疆,2020,1130B,S1U2P2
999900000957,CF,CF2020011109578,7,329,,新疆,1920,1129B,S3U2P3
999900000957,CF,CF2020011109307,9,322,,非新疆,1920,4132B,S4U3P1
999900000958,CF,CF2020011105271,1,331,,非新疆,2020,3128B,S4U4P2
999900000958,CF,CF2020011106183,5,335,,非新疆,1920,1130C,S2U4P2
999900000958,CF,CF2020011103839,8,320,,新疆,2020,2230B,S2U4P2
999900000958,CF,CF2020011108201,3,304,,非新疆,2020,3129B,S4U4P2
999900000958,CF,CF2020011104186,9,331,,新疆,2020,2127C,S1U2P3
999900000958,CF,CF2020011104217,8,302,,非新疆,1920,2228A,S2U2P3
999900000958,CF,CF2020011105454,3,332,,新疆,1920,1130B,S1U2P2
999900000959,CF,CF2020011100294,6,334,,非新疆,2020,1128A,S2U3P1
999900000959,CF,CF2020011104488,2,322,,新疆,2020,2127C,S3U2P3
999900000959,CF,CF2020011107641,2,329,,非新疆,2020,2128B,S4U3P1
999900000959,CF,CF2020011107135,8,313,,非新疆,1920,2228C,S3U2P1
999900000959,CF,CF2020011105954,6,325,,新疆,1920,3132B,S1U2P2
999900000959,CF,CF2020011101692,3,303,,新疆,1920,2128B,S1U2P3
999900000960,CF,CF2020011103614,3,326,,非新疆,2020,2129A,S4U2P2
999900000960,CF,CF2020011103579,6,326,,新疆,1920,2229A,S3U4P2
999900000961,CF,CF2020011105073,7,330,,新疆,1920,1228A,S2U2P3
999900000961,CF,CF2020011106598,5,325,,新疆,2020,4130C,S4U4P2
999900000961,CF,CF2020011103550,7,308,,非新疆,2020,3127C,S3U3P3
999900000961,CF,CF2020011107125,8,322,,非新疆,2020,4130A,S2U4P2
999900000961,CF,CF2020011105073,7,330,,新疆,1920,1228A,S2U2P3
999900000961,CF,CF2020011108786,6,325,,新疆,2020,4130A,S2U3P3
999900000961,CF,CF2020011105034,3,304,,新疆,1920,1128A,S1U2P2
999900000962,CF,CF2020011109228,7,333,,非新疆,1920,1128C,S2U2P3
999900000962,CF,CF2020011105411,9,320,,非新疆,1920,2130C,S4U3P3
999900000962,CF,CF2020011105870,8,333,,新疆,1920,2130B,S2U4P2
999900000962,CF,CF2020011108983,3,314,,新疆,2020,4128B,S3U2P2
999900000962,CF,CF2020011103563,6,328,,非新疆,1920,2130C,S2U4P2
999900000963,CF,CF2020011101300,2,326,,非新疆,2020,2130C,S3U3P2
999900000963,CF,CF2020011103475,3,333,,新疆,2020,3129A,S4U3P1
999900000963,CF,CF2020011109429,9,332,,非新疆,2020,4131B,S2U2P2
999900000963,CF,CF2020011101205,4,332,,新疆,1920,1228A,S1U2P2
999900000963,CF,CF2020011107911,7,328,,新疆,2020,1230B,S2U2P1
999900000963,CF,CF2020011109990,4,308,,新疆,2020,1130B,S3U4P2
999900000963,CF,CF2020011101489,4,302,,新疆,1920,1230A,S4U3P3
999900000963,CF,CF2020011101528,5,311,,新疆,1920,2129A,S3U2P2
999900000964,CF,CF2020011107151,2,329,,新疆,2020,3128C,S3U2P1
999900000964,CF,CF2020011103406,9,319,,非新疆,1920,2131A,S3U3P1
999900000964,CF,CF2020011100896,3,334,,非新疆,2020,1129C,S4U4P2
999900000964,CF,CF2020011108252,2,306,,非新疆,1920,4131B,S4U3P3
999900000964,CF,CF2020011105502,5,330,,非新疆,2020,4131A,S3U4P2
999900000964,CF,CF2020011101650,7,335,,新疆,2020,3132B,S3U2P2
999900000964,CF,CF2020011104306,4,304,,非新疆,1920,1229B,S1U3P3
999900000964,CF,CF2020011102164,3,305,,非新疆,2020,1227C,S2U2P3
999900000964,CF,CF2020011109538,7,314,,非新疆,1920,1127C,S1U2P2
999900000965,CF,CF2020011109167,2,326,,新疆,1920,3127B,S2U2P2
999900000965,CF,CF2020011105000,5,305,,非新疆,1920,1129C,S2U2P3
999900000965,CF,CF2020011106303,2,317,,新疆,1920,1131B,S1U3P3
999900000965,CF,CF2020011100286,2,327,,新疆,2020,1228A,S2U4P2
999900000965,CF,CF2020011108703,6,320,,非新疆,1920,4130A,S4U3P2
999900000965,CF,CF2020011100807,4,314,,新疆,2020,2130A,S3U3P2
999900000965,CF,CF2020011101209,6,311,,新疆,1920,3130C,S2U3P3
999900000965,CF,CF2020011105494,7,301,,非新疆,2020,2130B,S1U2P2
999900000966,CF,CF2020011108570,5,327,,非新疆,1920,2131A,S4U3P3
999900000966,CF,CF2020011106980,3,308,,非新疆,1920,2128A,S3U2P1
999900000967,CF,CF2020011108463,3,313,,非新疆,2020,4132B,S3U2P2
999900000967,CF,CF2020011100782,3,309,,新疆,1920,1129A,S1U3P2
999900000967,CF,CF2020011105227,8,325,,非新疆,2020,4131B,S3U3P3
999900000967,CF,CF2020011106058,9,333,,非新疆,1920,4129B,S2U2P3
999900000967,CF,CF2020011106327,3,319,,新疆,1920,2131B,S2U2P1
999900000967,CF,CF2020011108838,2,304,,非新疆,2020,4127B,S2U3P3
999900000967,CF,CF2020011106134,2,330,,新疆,1920,3127A,S1U2P3
999900000967,CF,CF2020011103844,9,303,,新疆,2020,1130C,S2U2P3
999900000967,CF,CF2020011102650,1,301,,新疆,2020,2127B,S3U2P3
999900000968,CF,CF2020011103787,6,324,,非新疆,1920,1129B,S3U2P3
999900000968,CF,CF2020011103912,6,324,,非新疆,1920,2128C,S4U2P2
999900000968,CF,CF2020011106354,2,330,,新疆,2020,4130C,S2U4P2
999900000969,CF,CF2020011103704,5,306,,非新疆,1920,2128B,S1U3P3
999900000969,CF,CF2020011104220,4,324,,非新疆,2020,1127C,S4U3P2
999900000969,CF,CF2020011100118,9,325,,新疆,1920,1128A,S2U3P3
999900000969,CF,CF2020011104270,9,304,,新疆,2020,3130A,S3U3P2
999900000969,CF,CF2020011107617,1,317,,非新疆,1920,1227A,S3U3P3
999900000969,CF,CF2020011103190,3,317,,新疆,1920,1127B,S4U4P2
999900000970,CF,CF2020011109637,8,313,,新疆,1920,3129A,S4U3P3
999900000971,CF,CF2020011106525,5,307,,非新疆,2020,3127A,S3U3P1
999900000971,CF,CF2020011105357,1,311,,新疆,1920,3131B,S4U4P2
999900000971,CF,CF2020011102976,8,326,,新疆,1920,3129B,S3U3P1
999900000972,CF,CF2020011101866,7,330,,新疆,2020,3129C,S3U2P2
999900000972,CF,CF2020011104714,5,313,,新疆,1920,4131B,S3U3P1
999900000972,CF,CF2020011106330,2,311,,非新疆,2020,3130A,S2U2P1
999900000972,CF,CF2020011109152,3,325,,新疆,1920,3129B,S3U3P2
999900000972,CF,CF2020011103102,5,326,,非新疆,1920,1228C,S1U2P3
999900000972,CF,CF2020011106577,2,308,,新疆,1920,4132B,S2U2P2
999900000972,CF,CF2020011100705,4,333,,新疆,1920,2230B,S2U3P3
999900000972,CF,CF2020011104457,2,309,,非新疆,1920,2128B,S4U3P3
999900000972,CF,CF2020011100494,7,313,,非新疆,2020,3128C,S2U3P2
999900000973,CF,CF2020011103525,5,329,,非新疆,1920,4130C,S1U3P3
999900000973,CF,CF2020011104646,8,301,,新疆,2020,1230B,S1U2P2
999900000974,CF,CF2020011109389,1,314,,非新疆,2020,4129C,S4U3P1
999900000975,CF,CF2020011109612,8,329,,非新疆,2020,2228C,S2U3P1
999900000975,CF,CF2020011100559,3,322,,非新疆,1920,2128C,S2U3P2
999900000976,CF,CF2020011109427,5,324,,非新疆,1920,1229C,S4U4P2
999900000976,CF,CF2020011100601,8,332,,非新疆,1920,4127B,S2U4P2
999900000976,CF,CF2020011101709,4,301,,新疆,1920,1228B,S2U2P2
999900000976,CF,CF2020011107824,2,302,,新疆,2020,1228B,S3U2P1
999900000976,CF,CF2020011101272,7,328,,非新疆,1920,4131B,S2U3P2
999900000976,CF,CF2020011102634,2,335,,非新疆,1920,4131A,S2U3P1
999900000977,CF,CF2020011108948,4,303,,新疆,2020,1129A,S3U2P1
999900000977,CF,CF2020011101341,5,314,,新疆,2020,1229C,S2U3P1
999900000977,CF,CF2020011100011,7,308,,新疆,1920,4128C,S4U2P2
999900000977,CF,CF2020011102494,1,325,,新疆,2020,1227A,S1U3P2
999900000977,CF,CF2020011100711,4,304,,新疆,2020,3130A,S4U3P2
999900000978,CF,CF2020011100588,2,306,,非新疆,1920,3131B,S4U3P2
999900000978,CF,CF2020011106679,8,301,,新疆,2020,3128A,S2U3P2
999900000978,CF,CF2020011104327,9,332,,新疆,2020,2130C,S4U3P1
999900000979,CF,CF2020011107504,2,320,,非新疆,1920,1228B,S4U3P2
999900000979,CF,CF2020011103201,3,311,,非新疆,2020,4132B,S4U3P1
999900000979,CF,CF2020011106671,3,332,,非新疆,1920,1131B,S4U3P2
999900000979,CF,CF2020011105076,4,331,,新疆,2020,2131B,S4U2P2
999900000979,CF,CF2020011102908,9,313,,非新疆,2020,3127A,S2U2P2
999900000979,CF,CF2020011106105,5,307,,非新疆,1920,1230A,S2U3P1
999900000979,CF,CF2020011109754,1,327,,新疆,2020,2127B,S3U4P2
999900000979,CF,CF2020011109439,6,319,,新疆,2020,2229B,S1U3P3
999900000980,CF,CF2020011101065,4,311,,非新疆,2020,1228A,S3U3P3
999900000980,CF,CF2020011107027,3,322,,新疆,2020,1227A,S4U2P2
999900000980,CF,CF2020011109940,2,335,,新疆,1920,2127A,S1U2P2
999900000980,CF,CF2020011102377,4,324,,非新疆,2020,3128C,S3U2P3
999900000980,CF,CF2020011100449,3,309,,新疆,1920,1230A,S4U3P3
999900000981,CF,CF2020011105022,3,323,,非新疆,2020,1127C,S3U3P2
999900000981,CF,CF2020011104036,9,311,,非新疆,2020,2129B,S2U2P1
999900000981,CF,CF2020011108198,6,323,,非新疆,1920,2128C,S3U2P1
999900000982,CF,CF2020011102861,1,335,,非新疆,1920,3128A,S4U4P2
999900000982,CF,CF2020011107200,3,324,,新疆,2020,1129C,S3U3P3
999900000982,CF,CF2020011107704,7,326,,非新疆,1920,2128C,S3U4P2
999900000982,CF,CF2020011104407,2,327,,非新疆,2020,3127B,S3U4P2
999900000982,CF,CF2020011106833,4,317,,新疆,2020,2130B,S4U3P3
999900000982,CF,CF2020011107959,4,327,,新疆,1920,4132A,S3U2P1
999900000982,CF,CF2020011101974,4,310,,新疆,2020,4130B,S4U3P1
999900000983,CF,CF2020011105166,5,332,,新疆,2020,2228B,S3U2P3
999900000983,CF,CF2020011103237,2,325,,新疆,1920,3128C,S1U2P3
999900000983,CF,CF2020011104631,6,311,,新疆,1920,3127B,S4U4P2
999900000983,CF,CF2020011107920,9,303,,非新疆,1920,4129B,S4U3P2
999900000983,CF,CF2020011109094,7,330,,新疆,1920,1227B,S1U3P2
999900000983,CF,CF2020011108489,8,322,,非新疆,1920,3130A,S2U2P1
999900000984,CF,CF2020011107159,2,333,,新疆,1920,1227A,S3U2P2
999900000984,CF,CF2020011108556,2,323,,非新疆,2020,3127C,S1U3P3
999900000984,CF,CF2020011109455,9,304,,新疆,2020,4128B,S4U3P3
999900000984,CF,CF2020011103026,9,330,,非新疆,1920,2227B,S2U4P2
999900000984,CF,CF2020011105919,1,327,,非新疆,2020,4128C,S3U3P3
999900000984,CF,CF2020011109432,6,326,,新疆,1920,2227A,S1U2P3
999900000984,CF,CF2020011101869,5,328,,新疆,2020,1130B,S2U2P3
999900000984,CF,CF2020011104439,1,303,,新疆,2020,4128B,S3U2P3
999900000984,CF,CF2020011106800,7,302,,非新疆,2020,3131B,S2U3P3
999900000985,CF,CF2020011104308,6,330,,非新疆,1920,2131A,S4U3P2
999900000985,CF,CF2020011104481,4,328,,新疆,2020,2228A,S2U2P3
999900000985,CF,CF2020011109460,4,304,,新疆,1920,1229B,S1U2P3
999900000985,CF,CF2020011108162,6,306,,新疆,2020,4131B,S3U3P2
999900000985,CF,CF2020011106318,5,310,,新疆,1920,3129A,S2U4P2
999900000985,CF,CF2020011103841,6,313,,非新疆,2020,2228B,S1U3P3
999900000985,CF,CF2020011108461,7,330,,非新疆,1920,2129B,S4U2P2
999900000985,CF,CF2020011101412,4,329,,非新疆,2020,4128A,S2U3P1
999900000986,CF,CF2020011102938,3,332,,非新疆,1920,1129A,S3U3P3
999900000987,CF,CF2020011100915,2,308,,非新疆,1920,1130B,S4U2P2
999900000987,CF,CF2020011109166,9,309,,非新疆,1920,2229A,S2U2P2
999900000987,CF,CF2020011100680,5,330,,新疆,2020,3131A,S4U3P3
999900000987,CF,CF2020011109871,6,334,,新疆,1920,2129B,S2U4P2
999900000987,CF,CF2020011100775,7,333,,新疆,1920,4128C,S3U3P3
999900000987,CF,CF2020011107163,1,335,,非新疆,2020,3127B,S2U4P2
999900000988,CF,CF2020011105556,4,305,,新疆,1920,2227A,S4U4P2
999900000988,CF,CF2020011100955,6,331,,新疆,1920,2131B,S2U4P2
999900000988,CF,CF2020011102493,3,306,,非新疆,1920,2229B,S1U2P2
999900000988,CF,CF2020011105373,9,329,,新疆,1920,2128B,S3U3P3
999900000988,CF,CF2020011104906,7,328,,非新疆,1920,1228C,S2U2P1
999900000988,CF,CF2020011104297,5,332,,非新疆,2020,1228A,S3U3P2
999900000988,CF,CF2020011106009,3,335,,非新疆,2020,1229A,S3U4P2
999900000989,CF,CF2020011104769,9,308,,新疆,2020,2228C,S4U3P3
999900000989,CF,CF2020011102757,6,319,,非新疆,1920,3128C,S2U3P2
999900000989,CF,CF2020011104705,5,314,,新疆,2020,2127B,S3U2P1
999900000990,CF,CF2020011100773,9,311,,新疆,2020,4130C,S3U3P2
999900000990,CF,CF2020011104548,7,333,,非新疆,2020,3128C,S4U4P2
999900000990,CF,CF2020011106503,3,304,,新疆,2020,4130B,S2U2P2
999900000990,CF,CF2020011103828,1,308,,非新疆,1920,4130A,S4U3P1
999900000990,CF,CF2020011108598,3,319,,非新疆,2020,2128C,S2U2P2
999900000990,CF,CF2020011105454,5,332,,新疆,1920,1130B,S1U2P2
999900000991,CF,CF2020011106511,6,335,,非新疆,1920,3129A,S3U2P3
999900000991,CF,CF2020011107323,6,319,,新疆,1920,2128B,S2U2P1
999900000991,CF,CF2020011108832,3,334,,新疆,1920,2129A,S4U4P2
999900000991,CF,CF2020011100644,6,317,,新疆,1920,3132B,S1U3P2
999900000991,CF,CF2020011103519,6,326,,新疆,1920,1228C,S1U2P2
999900000991,CF,CF2020011101398,3,305,,新疆,2020,3128B,S1U3P2
999900000992,CF,CF2020011102540,1,330,,非新疆,1920,4128A,S2U2P1
999900000992,CF,CF2020011107569,3,314,,非新疆,1920,2127A,S2U3P3
999900000992,CF,CF2020011109666,1,335,,新疆,1920,1129C,S4U3P2
999900000992,CF,CF2020011101345,4,302,,非新疆,1920,2229A,S4U2P2
999900000992,CF,CF2020011109195,6,327,,非新疆,1920,1228B,S3U3P2
999900000992,CF,CF2020011103563,8,328,,非新疆,1920,2130C,S2U4P2
999900000992,CF,CF2020011108146,5,306,,新疆,1920,3130C,S2U3P3
999900000993,CF,CF2020011103848,9,323,,新疆,1920,3130B,S2U3P3
999900000993,CF,CF2020011105689,2,313,,新疆,1920,1229A,S3U2P1
999900000993,CF,CF2020011104146,3,334,,非新疆,1920,1128A,S3U3P3
999900000994,CF,CF2020011102640,5,327,,新疆,2020,1228A,S2U3P3
999900000994,CF,CF2020011103417,6,333,,新疆,1920,2129A,S3U4P2
999900000994,CF,CF2020011104160,5,303,,非新疆,1920,4129A,S3U2P1
999900000994,CF,CF2020011107159,8,333,,新疆,1920,1227A,S3U2P2
999900000994,CF,CF2020011100272,2,306,,新疆,2020,1127B,S2U2P2
999900000995,CF,CF2020011108974,2,309,,新疆,2020,4130C,S3U3P1
999900000995,CF,CF2020011108446,4,327,,非新疆,1920,1130B,S1U2P2
999900000995,CF,CF2020011108546,3,328,,新疆,1920,1127B,S4U2P2
999900000996,CF,CF2020011100276,2,302,,非新疆,1920,2228B,S2U3P1
999900000996,CF,CF2020011107629,3,327,,非新疆,1920,1127C,S4U4P2
999900000997,CF,CF2020011109243,9,310,,新疆,2020,1229A,S3U2P3
999900000997,CF,CF2020011109512,5,335,,非新疆,2020,4132B,S1U2P3
999900000997,CF,CF2020011101634,5,334,,非新疆,2020,1228C,S4U3P3
999900000997,CF,CF2020011107273,7,313,,非新疆,2020,4128B,S1U2P3
999900000997,CF,CF2020011109460,3,304,,新疆,1920,1229B,S1U2P3
999900000998,CF,CF2020011105438,2,332,,非新疆,2020,1130B,S3U2P1
999900000998,CF,CF2020011108195,4,303,,新疆,2020,3127B,S3U3P3
999900000998,CF,CF2020011106015,1,327,,新疆,2020,1130B,S2U4P2
999900000998,CF,CF2020011109876,9,320,,非新疆,1920,2128A,S3U2P1
999900000998,CF,CF2020011104503,6,322,,新疆,2020,2229A,S3U3P1
999900000998,CF,CF2020011107688,3,322,,非新疆,2020,1227A,S2U2P1
999900000998,CF,CF2020011100828,9,308,,新疆,2020,3128A,S3U2P3
999900000999,CF,CF2020011101426,8,332,,非新疆,2020,4129B,S3U3P3
999900000999,CF,CF2020011105110,6,307,,新疆,2020,2129B,S1U3P3
999900000999,CF,CF2020011106369,2,326,,非新疆,2020,2127B,S2U2P1
999900000999,CF,CF2020011100758,7,317,,非新疆,2020,2228C,S4U2P2
999900001000,CF,CF2020011104539,6,317,,新疆,2020,1128A,S2U2P1
999900001000,CF,CF2020011107401,6,327,,新疆,1920,2127B,S1U3P2
999900001000,CF,CF2020011106223,9,311,,非新疆,2020,1227C,S3U2P2
999900001000,CF,CF2020011108988,3,306,,非新疆,1920,2128A,S4U3P1
999900001000,CF,CF2020011103139,5,311,,非新疆,1920,1127B,S2U4P2
999900001000,CF,CF2020011103918,7,322,,非新疆,2020,2229C,S1U3P2
999900001000,CF,CF2020011100535,3,305,,新疆,2020,3131A,S3U2P3
999900001000,CF,CF2020011100794,7,331,,非新疆,1920,3129C,S3U3P1
999900001001,CF,CF2020011104707,6,305,,新疆,2020,4129C,S2U3P2
999900001001,CF,CF2020011109212,3,323,,新疆,1920,1230B,S4U3P3
999900001001,CF,CF2020011102298,2,335,,新疆,2020,3131B,S2U4P2
999900001001,CF,CF2020011109607,3,331,,非新疆,2020,3128A,S2U2P1
999900001001,CF,CF2020011101615,7,313,,新疆,2020,2131B,S1U3P3
999900001001,CF,CF2020011106311,4,303,,新疆,2020,4129C,S1U3P3
999900001002,CF,CF2020011106750,3,323,,新疆,1920,2129B,S3U3P2
999900001002,CF,CF2020011104875,9,324,,新疆,2020,1230A,S4U3P3
999900001002,CF,CF2020011103051,5,317,,新疆,1920,4129B,S4U2P2
999900001002,CF,CF2020011100959,2,309,,非新疆,2020,3128B,S3U3P2
999900001003,CF,CF2020011107757,2,330,,非新疆,2020,3128A,S3U2P3
999900001003,CF,CF2020011108820,7,308,,非新疆,2020,2129A,S4U4P2
999900001003,CF,CF2020011102552,8,305,,新疆,2020,2229C,S4U4P2
999900001003,CF,CF2020011106285,7,320,,新疆,2020,2229C,S3U3P3
999900001003,CF,CF2020011108156,6,305,,非新疆,1920,3130A,S4U2P2
999900001003,CF,CF2020011109634,9,303,,新疆,1920,4130C,S2U3P1
999900001003,CF,CF2020011108676,6,329,,非新疆,1920,2129C,S3U2P3
999900001003,CF,CF2020011103583,7,323,,非新疆,2020,1229C,S3U2P1
999900001003,CF,CF2020011109342,8,311,,新疆,1920,2227A,S2U2P1
999900001004,CF,CF2020011108106,7,325,,非新疆,2020,4128C,S4U3P2
999900001004,CF,CF2020011108810,5,303,,新疆,1920,1130A,S3U2P2
999900001004,CF,CF2020011107756,1,305,,非新疆,2020,2129C,S4U4P2
999900001004,CF,CF2020011102653,7,314,,非新疆,1920,1228B,S3U2P3
999900001004,CF,CF2020011100871,9,317,,非新疆,1920,2229B,S2U2P2
999900001004,CF,CF2020011109495,3,319,,非新疆,1920,1130C,S2U2P1
999900001004,CF,CF2020011100060,8,307,,非新疆,1920,3129C,S4U3P1
999900001004,CF,CF2020011108939,9,331,,新疆,1920,1228B,S2U2P1
999900001004,CF,CF2020011105704,2,320,,新疆,1920,3131B,S3U2P3
999900001005,CF,CF2020011107177,7,334,,新疆,1920,1228C,S2U2P3
999900001005,CF,CF2020011109165,4,311,,新疆,1920,1229B,S4U2P2
999900001006,CF,CF2020011105481,3,329,,非新疆,1920,2129C,S1U2P2
999900001006,CF,CF2020011108744,5,324,,非新疆,2020,1127B,S4U3P1
999900001006,CF,CF2020011106923,2,313,,非新疆,1920,1129B,S1U3P3
999900001006,CF,CF2020011101663,6,319,,非新疆,2020,4132B,S4U3P3
999900001006,CF,CF2020011101364,1,325,,非新疆,1920,2129B,S3U4P2
999900001006,CF,CF2020011109208,8,308,,新疆,2020,2128B,S2U2P2
999900001006,CF,CF2020011105727,8,333,,新疆,2020,1128A,S2U2P2
